Month,City,Units_Consumed,Tariff_Rate,Electricity_Bill
4,Ratnagiri,387,7.4,2863.8
10,Mumbai,282,9.2,2594.4
12,Ahmedabad,196,7.9,1548.4
5,Noida,635,8.2,5207
10,Shimla,692,7.7,5328.4
9,Shimla,397,7.7,3056.9
11,Navi Mumbai,593,9.3,5514.9
1,Faridabad,431,8.1,3491.1
11,Dahej,637,7.6,4841.2
6,Pune,572,9.1,5205.2
2,Pune,360,9.1,3276
11,Dahej,428,7.6,3252.8
10,Vadodara,460,7.8,3588
6,Shimla,577,7.7,4442.9
1,Mumbai,594,9.2,5464.8
5,Nagpur,380,8.9,3382
3,Ahmedabad,582,7.9,4597.8
3,Kolkata,495,8.7,4306.5
1,Faridabad,380,8.1,3078
4,Faridabad,568,8.1,4600.8
2,Ratnagiri,496,7.4,3670.4
5,Gurgaon,727,8.3,6034.1
2,Noida,438,8.2,3591.6
4,Nagpur,389,8.9,3462.1
1,Pune,743,9.1,6761.3
10,Dahej,796,7.6,6049.6
9,Shimla,470,7.7,3619
1,Dahej,505,7.6,3838
2,Gurgaon,560,8.3,4648
1,Noida,516,8.2,4231.2
10,Ahmedabad,427,7.9,3373.3
1,Ratnagiri,491,7.4,3633.4
4,Faridabad,424,8.1,3434.4
5,Ratnagiri,418,7.4,3093.2
12,Pune,447,9.1,4067.7
2,Chennai,396,8.8,3484.8
7,Navi Mumbai,742,9.3,6900.6
7,Kolkata,461,8.7,4010.7
9,Hyderabad,704,8.4,5913.6
1,Nagpur,497,8.9,4423.3
8,Faridabad,476,8.1,3855.6
9,Dahej,310,7.6,2356
3,Faridabad,562,8.1,4552.2
6,Noida,418,8.2,3427.6
1,Chennai,608,8.8,5350.4
3,Hyderabad,682,8.4,5728.8
2,Dahej,608,7.6,4620.8
6,New Delhi,554,8.5,4709
6,Chennai,681,8.8,5992.8
1,Pune,447,9.1,4067.7
4,Mumbai,617,9.2,5676.4
5,Nagpur,575,8.9,5117.5
11,Vadodara,541,7.8,4219.8
9,Nagpur,554,8.9,4930.6
5,New Delhi,467,8.5,3969.5
10,Mumbai,323,9.2,2971.6
9,Dahej,610,7.6,4636
6,Navi Mumbai,313,9.3,2910.9
6,New Delhi,601,8.5,5108.5
10,New Delhi,637,8.5,5414.5
8,Mumbai,651,9.2,5989.2
11,Ahmedabad,393,7.9,3104.7
1,Nagpur,702,8.9,6247.8
7,Pune,383,9.1,3485.3
6,Hyderabad,441,8.4,3704.4
8,Mumbai,589,9.2,5418.8
4,Kolkata,589,8.7,5124.3
7,Hyderabad,578,8.4,4855.2
1,Vadodara,483,7.8,3767.4
2,Vadodara,641,7.8,4999.8
9,Chennai,456,8.8,4012.8
11,Pune,432,9.1,3931.2
11,Mumbai,743,9.2,6835.6
3,Shimla,567,7.7,4365.9
10,Kolkata,480,8.7,4176
4,Hyderabad,537,8.4,4510.8
8,New Delhi,522,8.5,4437
5,Noida,476,8.2,3903.2
5,Hyderabad,741,8.4,6224.4
7,Ratnagiri,830,7.4,6142
4,Chennai,327,8.8,2877.6
8,Noida,672,8.2,5510.4
12,Gurgaon,600,8.3,4980
1,Chennai,676,8.8,5948.8
7,Mumbai,573,9.2,5271.6
7,Mumbai,608,9.2,5593.6
12,Pune,513,9.1,4668.3
3,Shimla,753,7.7,5798.1
11,Vadodara,394,7.8,3073.2
4,Gurgaon,301,8.3,2498.3
5,Dahej,540,7.6,4104
5,Noida,411,8.2,3370.2
3,Ahmedabad,356,7.9,2812.4
3,Navi Mumbai,439,9.3,4082.7
4,Faridabad,407,8.1,3296.7
9,Chennai,534,8.8,4699.2
1,Faridabad,508,8.1,4114.8
6,Gurgaon,334,8.3,2772.2
5,Gurgaon,558,8.3,4631.4
3,New Delhi,583,8.5,4955.5
3,Kolkata,664,8.7,5776.8
10,Mumbai,301,9.2,2769.2
6,Mumbai,372,9.2,3422.4
7,Noida,695,8.2,5699
4,Mumbai,674,9.2,6200.8
8,Vadodara,695,7.8,5421
2,New Delhi,345,8.5,2932.5
12,Shimla,561,7.7,4319.7
6,Mumbai,487,9.2,4480.4
11,Ahmedabad,659,7.9,5206.1
8,Kolkata,411,8.7,3575.7
11,Pune,481,9.1,4377.1
6,Mumbai,461,9.2,4241.2
5,Shimla,443,7.7,3411.1
3,Chennai,416,8.8,3660.8
7,Dahej,464,7.6,3526.4
11,Dahej,319,7.6,2424.4
11,Navi Mumbai,490,9.3,4557
4,Ahmedabad,383,7.9,3025.7
7,Shimla,403,7.7,3103.1
7,Faridabad,599,8.1,4851.9
9,Vadodara,611,7.8,4765.8
11,Chennai,463,8.8,4074.4
12,Dahej,548,7.6,4164.8
9,Gurgaon,676,8.3,5610.8
5,Faridabad,752,8.1,6091.2
2,New Delhi,400,8.5,3400
8,Pune,525,9.1,4777.5
12,Noida,443,8.2,3632.6
9,Mumbai,709,9.2,6522.8
11,Vadodara,587,7.8,4578.6
3,Kolkata,632,8.7,5498.4
5,Ratnagiri,595,7.4,4403
12,Ratnagiri,520,7.4,3848
8,Gurgaon,399,8.3,3311.7
2,Mumbai,618,9.2,5685.6
11,Vadodara,619,7.8,4828.2
6,Dahej,707,7.6,5373.2
5,New Delhi,469,8.5,3986.5
8,New Delhi,454,8.5,3859
8,Pune,379,9.1,3448.9
10,Gurgaon,660,8.3,5478
12,Ahmedabad,694,7.9,5482.6
8,Dahej,581,7.6,4415.6
8,Noida,549,8.2,4501.8
12,Nagpur,530,8.9,4717
2,Noida,342,8.2,2804.4
3,Hyderabad,529,8.4,4443.6
1,Noida,476,8.2,3903.2
1,Hyderabad,497,8.4,4174.8
11,Mumbai,444,9.2,4084.8
9,Shimla,411,7.7,3164.7
4,Mumbai,481,9.2,4425.2
7,Pune,378,9.1,3439.8
1,Chennai,376,8.8,3308.8
6,Ratnagiri,614,7.4,4543.6
4,Ratnagiri,449,7.4,3322.6
12,Nagpur,539,8.9,4797.1
11,Hyderabad,671,8.4,5636.4
11,Shimla,421,7.7,3241.7
6,Hyderabad,522,8.4,4384.8
9,Dahej,475,7.6,3610
8,New Delhi,373,8.5,3170.5
5,Pune,371,9.1,3376.1
10,Noida,628,8.2,5149.6
10,Noida,520,8.2,4264
6,Nagpur,492,8.9,4378.8
12,Vadodara,454,7.8,3541.2
1,Nagpur,424,8.9,3773.6
1,Nagpur,293,8.9,2607.7
7,Noida,531,8.2,4354.2
2,Dahej,385,7.6,2926
3,Vadodara,358,7.8,2792.4
4,Vadodara,351,7.8,2737.8
10,Vadodara,626,7.8,4882.8
7,Kolkata,667,8.7,5802.9
5,Noida,748,8.2,6133.6
1,Hyderabad,597,8.4,5014.8
5,Kolkata,589,8.7,5124.3
10,Pune,584,9.1,5314.4
5,Kolkata,593,8.7,5159.1
4,Ahmedabad,314,7.9,2480.6
5,Hyderabad,671,8.4,5636.4
1,Faridabad,451,8.1,3653.1
4,Vadodara,327,7.8,2550.6
11,Ratnagiri,593,7.4,4388.2
7,Dahej,460,7.6,3496
2,Ahmedabad,395,7.9,3120.5
10,Kolkata,541,8.7,4706.7
3,Shimla,641,7.7,4935.7
4,Ratnagiri,299,7.4,2212.6
6,Nagpur,510,8.9,4539
3,New Delhi,657,8.5,5584.5
12,Mumbai,534,9.2,4912.8
10,Vadodara,541,7.8,4219.8
1,Shimla,614,7.7,4727.8
11,Hyderabad,523,8.4,4393.2
6,Pune,618,9.1,5623.8
5,Faridabad,531,8.1,4301.1
3,Pune,546,9.1,4968.6
6,Chennai,394,8.8,3467.2
11,Mumbai,578,9.2,5317.6
6,New Delhi,517,8.5,4394.5
12,Vadodara,520,7.8,4056
11,Noida,425,8.2,3485
12,Kolkata,627,8.7,5454.9
10,Navi Mumbai,655,9.3,6091.5
6,Dahej,581,7.6,4415.6
10,Navi Mumbai,371,9.3,3450.3
5,Navi Mumbai,461,9.3,4287.3
11,New Delhi,387,8.5,3289.5
3,Nagpur,562,8.9,5001.8
12,Navi Mumbai,479,9.3,4454.7
9,Gurgaon,615,8.3,5104.5
8,Nagpur,426,8.9,3791.4
2,Chennai,428,8.8,3766.4
8,Hyderabad,320,8.4,2688
9,Vadodara,447,7.8,3486.6
9,Vadodara,275,7.8,2145
2,Gurgaon,202,8.3,1676.6
4,Dahej,287,7.6,2181.2
3,Dahej,459,7.6,3488.4
4,Ratnagiri,569,7.4,4210.6
7,Navi Mumbai,587,9.3,5459.1
8,Ahmedabad,530,7.9,4187
5,Nagpur,580,8.9,5162
5,Ahmedabad,441,7.9,3483.9
8,Vadodara,525,7.8,4095
7,Vadodara,363,7.8,2831.4
5,Gurgaon,686,8.3,5693.8
6,Hyderabad,472,8.4,3964.8
1,Gurgaon,514,8.3,4266.2
1,Kolkata,359,8.7,3123.3
8,Noida,390,8.2,3198
2,Noida,555,8.2,4551
4,Nagpur,619,8.9,5509.1
9,Vadodara,419,7.8,3268.2
4,Dahej,493,7.6,3746.8
1,Chennai,477,8.8,4197.6
1,Noida,631,8.2,5174.2
3,Dahej,510,7.6,3876
2,Ratnagiri,369,7.4,2730.6
8,Nagpur,483,8.9,4298.7
2,Mumbai,520,9.2,4784
1,Dahej,535,7.6,4066
6,Ahmedabad,566,7.9,4471.4
4,New Delhi,193,8.5,1640.5
5,Dahej,523,7.6,3974.8
10,Navi Mumbai,220,9.3,2046
6,Pune,442,9.1,4022.2
3,Kolkata,634,8.7,5515.8
7,Shimla,478,7.7,3680.6
5,Noida,704,8.2,5772.8
3,Hyderabad,450,8.4,3780
11,Noida,547,8.2,4485.4
5,Vadodara,670,7.8,5226
1,Gurgaon,633,8.3,5253.9
8,Chennai,702,8.8,6177.6
9,Kolkata,535,8.7,4654.5
5,Ahmedabad,574,7.9,4534.6
5,Navi Mumbai,466,9.3,4333.8
2,Ahmedabad,410,7.9,3239
5,Navi Mumbai,494,9.3,4594.2
6,Shimla,261,7.7,2009.7
1,Dahej,599,7.6,4552.4
7,Dahej,678,7.6,5152.8
4,Nagpur,607,8.9,5402.3
4,Kolkata,714,8.7,6211.8
5,Dahej,676,7.6,5137.6
8,Gurgaon,664,8.3,5511.2
11,Shimla,503,7.7,3873.1
8,Hyderabad,496,8.4,4166.4
11,Pune,457,9.1,4158.7
12,Navi Mumbai,472,9.3,4389.6
12,New Delhi,540,8.5,4590
8,Kolkata,385,8.7,3349.5
12,Pune,482,9.1,4386.2
5,Pune,563,9.1,5123.3
9,Ratnagiri,307,7.4,2271.8
9,Navi Mumbai,494,9.3,4594.2
9,Faridabad,572,8.1,4633.2
12,Faridabad,632,8.1,5119.2
5,Mumbai,631,9.2,5805.2
9,New Delhi,630,8.5,5355
3,Noida,513,8.2,4206.6
1,Ratnagiri,724,7.4,5357.6
12,Dahej,542,7.6,4119.2
2,Pune,461,9.1,4195.1
11,Dahej,546,7.6,4149.6
11,Pune,470,9.1,4277
3,Dahej,626,7.6,4757.6
8,Ahmedabad,433,7.9,3420.7
10,Navi Mumbai,683,9.3,6351.9
2,Nagpur,245,8.9,2180.5
5,Ahmedabad,292,7.9,2306.8
2,Kolkata,571,8.7,4967.7
12,Navi Mumbai,577,9.3,5366.1
6,Hyderabad,575,8.4,4830
12,Navi Mumbai,302,9.3,2808.6
8,Gurgaon,534,8.3,4432.2
6,Shimla,509,7.7,3919.3
6,Nagpur,410,8.9,3649
9,Faridabad,568,8.1,4600.8
7,Shimla,598,7.7,4604.6
5,Gurgaon,409,8.3,3394.7
4,Ratnagiri,329,7.4,2434.6
7,Chennai,430,8.8,3784
4,Gurgaon,449,8.3,3726.7
4,Dahej,750,7.6,5700
2,Faridabad,421,8.1,3410.1
6,Ahmedabad,311,7.9,2456.9
4,Kolkata,416,8.7,3619.2
4,Navi Mumbai,497,9.3,4622.1
5,Mumbai,281,9.2,2585.2
10,New Delhi,661,8.5,5618.5
1,Shimla,588,7.7,4527.6
3,Noida,678,8.2,5559.6
11,Gurgaon,511,8.3,4241.3
3,Ratnagiri,576,7.4,4262.4
9,Dahej,550,7.6,4180
8,Dahej,751,7.6,5707.6
11,New Delhi,484,8.5,4114
10,Shimla,485,7.7,3734.5
1,Gurgaon,307,8.3,2548.1
9,Mumbai,662,9.2,6090.4
12,Dahej,755,7.6,5738
4,Nagpur,421,8.9,3746.9
4,Ahmedabad,511,7.9,4036.9
12,Shimla,344,7.7,2648.8
12,Shimla,604,7.7,4650.8
1,Nagpur,527,8.9,4690.3
9,Shimla,602,7.7,4635.4
9,Ratnagiri,456,7.4,3374.4
1,Shimla,421,7.7,3241.7
7,Navi Mumbai,571,9.3,5310.3
12,Navi Mumbai,545,9.3,5068.5
12,Noida,317,8.2,2599.4
10,Hyderabad,725,8.4,6090
12,Pune,418,9.1,3803.8
2,Nagpur,472,8.9,4200.8
9,Pune,760,9.1,6916
10,Navi Mumbai,424,9.3,3943.2
11,Ahmedabad,630,7.9,4977
5,Nagpur,561,8.9,4992.9
4,Hyderabad,375,8.4,3150
12,Chennai,564,8.8,4963.2
7,Noida,481,8.2,3944.2
3,Nagpur,546,8.9,4859.4
8,Vadodara,606,7.8,4726.8
8,Gurgaon,621,8.3,5154.3
12,Noida,580,8.2,4756
8,Pune,559,9.1,5086.9
12,Nagpur,392,8.9,3488.8
11,Hyderabad,545,8.4,4578
1,Nagpur,515,8.9,4583.5
9,Shimla,414,7.7,3187.8
8,Faridabad,738,8.1,5977.8
3,Hyderabad,578,8.4,4855.2
7,Dahej,600,7.6,4560
1,New Delhi,664,8.5,5644
7,Dahej,221,7.6,1679.6
4,New Delhi,411,8.5,3493.5
7,Ahmedabad,384,7.9,3033.6
4,Kolkata,533,8.7,4637.1
8,Navi Mumbai,552,9.3,5133.6
2,Chennai,325,8.8,2860
8,Kolkata,569,8.7,4950.3
2,Kolkata,457,8.7,3975.9
1,Dahej,693,7.6,5266.8
12,Navi Mumbai,534,9.3,4966.2
3,Hyderabad,391,8.4,3284.4
1,Kolkata,365,8.7,3175.5
5,Navi Mumbai,457,9.3,4250.1
4,Nagpur,742,8.9,6603.8
9,Ratnagiri,469,7.4,3470.6
4,New Delhi,340,8.5,2890
6,Pune,701,9.1,6379.1
11,Ratnagiri,524,7.4,3877.6
3,New Delhi,544,8.5,4624
1,Nagpur,413,8.9,3675.7
1,Faridabad,456,8.1,3693.6
3,Nagpur,521,8.9,4636.9
8,Mumbai,423,9.2,3891.6
4,Nagpur,475,8.9,4227.5
7,Shimla,530,7.7,4081
12,Gurgaon,506,8.3,4199.8
8,New Delhi,644,8.5,5474
3,New Delhi,582,8.5,4947
5,Hyderabad,595,8.4,4998
8,Ratnagiri,494,7.4,3655.6
4,Hyderabad,569,8.4,4779.6
9,Shimla,501,7.7,3857.7
2,Hyderabad,550,8.4,4620
7,Shimla,425,7.7,3272.5
5,New Delhi,671,8.5,5703.5
11,Hyderabad,457,8.4,3838.8
8,Ahmedabad,476,7.9,3760.4
12,Ahmedabad,562,7.9,4439.8
4,Mumbai,571,9.2,5253.2
9,Kolkata,630,8.7,5481
3,Noida,768,8.2,6297.6
4,Chennai,430,8.8,3784
7,Pune,286,9.1,2602.6
6,Kolkata,501,8.7,4358.7
6,Chennai,656,8.8,5772.8
6,Shimla,641,7.7,4935.7
8,Ahmedabad,502,7.9,3965.8
3,Navi Mumbai,487,9.3,4529.1
5,New Delhi,429,8.5,3646.5
6,Dahej,521,7.6,3959.6
12,Faridabad,494,8.1,4001.4
1,Ahmedabad,480,7.9,3792
7,Shimla,699,7.7,5382.3
1,Mumbai,530,9.2,4876
7,Gurgaon,451,8.3,3743.3
7,Noida,379,8.2,3107.8
9,Chennai,400,8.8,3520
11,Shimla,662,7.7,5097.4
11,Dahej,827,7.6,6285.2
3,Kolkata,767,8.7,6672.9
8,Noida,328,8.2,2689.6
10,Kolkata,468,8.7,4071.6
6,Vadodara,477,7.8,3720.6
4,New Delhi,335,8.5,2847.5
2,Pune,326,9.1,2966.6
7,Gurgaon,774,8.3,6424.2
3,Navi Mumbai,463,9.3,4305.9
12,Hyderabad,473,8.4,3973.2
5,Nagpur,718,8.9,6390.2
3,Noida,666,8.2,5461.2
2,Pune,401,9.1,3649.1
10,Shimla,475,7.7,3657.5
11,New Delhi,491,8.5,4173.5
6,Chennai,563,8.8,4954.4
1,Kolkata,632,8.7,5498.4
3,Chennai,489,8.8,4303.2
9,Vadodara,399,7.8,3112.2
2,Gurgaon,280,8.3,2324
12,Dahej,387,7.6,2941.2
2,Faridabad,321,8.1,2600.1
5,Navi Mumbai,479,9.3,4454.7
1,Vadodara,574,7.8,4477.2
6,Noida,308,8.2,2525.6
7,Navi Mumbai,524,9.3,4873.2
3,Gurgaon,668,8.3,5544.4
10,Mumbai,656,9.2,6035.2
2,Ratnagiri,366,7.4,2708.4
5,Ratnagiri,905,7.4,6697
1,Faridabad,442,8.1,3580.2
11,Ahmedabad,457,7.9,3610.3
2,Faridabad,473,8.1,3831.3
5,Navi Mumbai,368,9.3,3422.4
6,Mumbai,648,9.2,5961.6
2,Noida,552,8.2,4526.4
3,Noida,258,8.2,2115.6
7,Shimla,662,7.7,5097.4
7,Nagpur,641,8.9,5704.9
7,New Delhi,538,8.5,4573
2,Pune,419,9.1,3812.9
12,Dahej,500,7.6,3800
3,Chennai,403,8.8,3546.4
6,Faridabad,534,8.1,4325.4
7,Mumbai,585,9.2,5382
3,Faridabad,582,8.1,4714.2
1,Nagpur,680,8.9,6052
1,Gurgaon,243,8.3,2016.9
3,Vadodara,539,7.8,4204.2
8,Kolkata,478,8.7,4158.6
2,Dahej,573,7.6,4354.8
8,New Delhi,606,8.5,5151
12,Navi Mumbai,592,9.3,5505.6
5,Nagpur,634,8.9,5642.6
8,Chennai,565,8.8,4972
4,Ratnagiri,498,7.4,3685.2
5,Vadodara,639,7.8,4984.2
3,Shimla,631,7.7,4858.7
6,Dahej,399,7.6,3032.4
11,Shimla,409,7.7,3149.3
3,Ahmedabad,286,7.9,2259.4
9,Noida,572,8.2,4690.4
7,Pune,507,9.1,4613.7
11,Chennai,586,8.8,5156.8
4,Ahmedabad,768,7.9,6067.2
4,Hyderabad,608,8.4,5107.2
9,Dahej,492,7.6,3739.2
10,Hyderabad,561,8.4,4712.4
2,Mumbai,324,9.2,2980.8
11,Dahej,443,7.6,3366.8
3,Shimla,537,7.7,4134.9
10,Chennai,374,8.8,3291.2
7,Kolkata,668,8.7,5811.6
7,Navi Mumbai,595,9.3,5533.5
4,Kolkata,572,8.7,4976.4
1,Nagpur,469,8.9,4174.1
7,Chennai,673,8.8,5922.4
5,Ahmedabad,549,7.9,4337.1
5,Ratnagiri,503,7.4,3722.2
10,Mumbai,521,9.2,4793.2
11,Ahmedabad,456,7.9,3602.4
3,Navi Mumbai,425,9.3,3952.5
10,Kolkata,371,8.7,3227.7
8,Kolkata,580,8.7,5046
7,Shimla,397,7.7,3056.9
3,Dahej,422,7.6,3207.2
6,Faridabad,467,8.1,3782.7
6,Navi Mumbai,375,9.3,3487.5
6,Dahej,587,7.6,4461.2
2,New Delhi,368,8.5,3128
1,Pune,488,9.1,4440.8
5,Mumbai,523,9.2,4811.6
9,Noida,389,8.2,3189.8
6,Noida,417,8.2,3419.4
3,Vadodara,636,7.8,4960.8
4,Hyderabad,496,8.4,4166.4
3,Shimla,589,7.7,4535.3
8,Noida,467,8.2,3829.4
6,Hyderabad,434,8.4,3645.6
7,Vadodara,573,7.8,4469.4
1,Navi Mumbai,554,9.3,5152.2
4,Kolkata,365,8.7,3175.5
10,Hyderabad,546,8.4,4586.4
4,Gurgaon,467,8.3,3876.1
6,Mumbai,385,9.2,3542
4,New Delhi,556,8.5,4726
1,Shimla,457,7.7,3518.9
8,Gurgaon,345,8.3,2863.5
11,New Delhi,538,8.5,4573
11,Shimla,539,7.7,4150.3
11,Noida,312,8.2,2558.4
5,Ratnagiri,639,7.4,4728.6
4,Faridabad,630,8.1,5103
9,Shimla,350,7.7,2695
11,Hyderabad,546,8.4,4586.4
7,Kolkata,495,8.7,4306.5
7,Vadodara,398,7.8,3104.4
10,Ahmedabad,446,7.9,3523.4
10,Kolkata,359,8.7,3123.3
12,New Delhi,423,8.5,3595.5
6,Hyderabad,754,8.4,6333.6
4,Mumbai,594,9.2,5464.8
5,Vadodara,383,7.8,2987.4
4,Pune,561,9.1,5105.1
2,Noida,648,8.2,5313.6
6,Hyderabad,575,8.4,4830
7,Ratnagiri,426,7.4,3152.4
6,Mumbai,614,9.2,5648.8
12,Hyderabad,549,8.4,4611.6
8,Pune,544,9.1,4950.4
9,Ratnagiri,441,7.4,3263.4
7,Faridabad,415,8.1,3361.5
7,Navi Mumbai,361,9.3,3357.3
12,Noida,510,8.2,4182
3,New Delhi,632,8.5,5372
11,Ratnagiri,446,7.4,3300.4
7,Mumbai,663,9.2,6099.6
9,Hyderabad,639,8.4,5367.6
9,Navi Mumbai,526,9.3,4891.8
1,Shimla,556,7.7,4281.2
4,Noida,493,8.2,4042.6
11,Shimla,291,7.7,2240.7
9,Dahej,583,7.6,4430.8
3,Noida,566,8.2,4641.2
2,New Delhi,458,8.5,3893
9,Ratnagiri,510,7.4,3774
8,Hyderabad,586,8.4,4922.4
9,Mumbai,556,9.2,5115.2
1,Nagpur,794,8.9,7066.6
4,Vadodara,492,7.8,3837.6
12,Mumbai,476,9.2,4379.2
2,Pune,421,9.1,3831.1
5,Vadodara,658,7.8,5132.4
9,Ratnagiri,544,7.4,4025.6
8,Faridabad,445,8.1,3604.5
4,Vadodara,307,7.8,2394.6
12,New Delhi,384,8.5,3264
4,Ratnagiri,598,7.4,4425.2
7,Pune,651,9.1,5924.1
3,Shimla,596,7.7,4589.2
1,Mumbai,413,9.2,3799.6
8,Vadodara,751,7.8,5857.8
11,New Delhi,332,8.5,2822
2,Pune,498,9.1,4531.8
9,New Delhi,594,8.5,5049
4,Pune,457,9.1,4158.7
4,Hyderabad,655,8.4,5502
9,Gurgaon,590,8.3,4897
9,Hyderabad,278,8.4,2335.2
9,Shimla,395,7.7,3041.5
1,Shimla,660,7.7,5082
5,Noida,747,8.2,6125.4
4,Dahej,548,7.6,4164.8
9,Ratnagiri,493,7.4,3648.2
12,Navi Mumbai,627,9.3,5831.1
4,Hyderabad,592,8.4,4972.8
1,Shimla,432,7.7,3326.4
5,Nagpur,831,8.9,7395.9
5,Noida,534,8.2,4378.8
5,Faridabad,453,8.1,3669.3
12,Ahmedabad,418,7.9,3302.2
11,Dahej,620,7.6,4712
3,Ratnagiri,664,7.4,4913.6
2,Ahmedabad,521,7.9,4115.9
5,Pune,527,9.1,4795.7
6,Kolkata,408,8.7,3549.6
12,Gurgaon,638,8.3,5295.4
9,Ratnagiri,261,7.4,1931.4
10,Kolkata,467,8.7,4062.9
4,Hyderabad,465,8.4,3906
3,Ratnagiri,578,7.4,4277.2
2,Mumbai,483,9.2,4443.6
11,New Delhi,398,8.5,3383
12,Gurgaon,306,8.3,2539.8
11,Noida,496,8.2,4067.2
4,Nagpur,642,8.9,5713.8
11,Kolkata,498,8.7,4332.6
12,Mumbai,575,9.2,5290
9,Noida,510,8.2,4182
4,Hyderabad,610,8.4,5124
11,Ahmedabad,454,7.9,3586.6
11,Hyderabad,388,8.4,3259.2
6,Pune,539,9.1,4904.9
9,Gurgaon,522,8.3,4332.6
3,Ratnagiri,611,7.4,4521.4
12,Chennai,434,8.8,3819.2
8,Dahej,701,7.6,5327.6
3,Navi Mumbai,480,9.3,4464
9,Navi Mumbai,633,9.3,5886.9
4,Shimla,356,7.7,2741.2
7,Dahej,691,7.6,5251.6
12,Chennai,519,8.8,4567.2
3,Nagpur,595,8.9,5295.5
10,Shimla,463,7.7,3565.1
5,Dahej,603,7.6,4582.8
2,Dahej,317,7.6,2409.2
9,Gurgaon,704,8.3,5843.2
11,Chennai,635,8.8,5588
11,Dahej,311,7.6,2363.6
10,Ratnagiri,554,7.4,4099.6
10,Kolkata,516,8.7,4489.2
10,Faridabad,555,8.1,4495.5
12,Shimla,407,7.7,3133.9
1,Vadodara,410,7.8,3198
3,Ratnagiri,230,7.4,1702
2,Gurgaon,562,8.3,4664.6
6,Kolkata,520,8.7,4524
7,Faridabad,453,8.1,3669.3
10,Hyderabad,836,8.4,7022.4
1,Nagpur,793,8.9,7057.7
11,Gurgaon,444,8.3,3685.2
2,Hyderabad,464,8.4,3897.6
10,Vadodara,411,7.8,3205.8
6,Navi Mumbai,385,9.3,3580.5
7,Ahmedabad,447,7.9,3531.3
5,Hyderabad,568,8.4,4771.2
6,Faridabad,536,8.1,4341.6
7,Dahej,674,7.6,5122.4
7,Pune,620,9.1,5642
8,Dahej,696,7.6,5289.6
1,Vadodara,583,7.8,4547.4
1,Ahmedabad,701,7.9,5537.9
3,Chennai,602,8.8,5297.6
12,Ratnagiri,359,7.4,2656.6
1,Ratnagiri,616,7.4,4558.4
7,Faridabad,716,8.1,5799.6
12,Noida,524,8.2,4296.8
4,Ratnagiri,677,7.4,5009.8
12,Gurgaon,446,8.3,3701.8
3,New Delhi,686,8.5,5831
7,New Delhi,396,8.5,3366
2,Chennai,388,8.8,3414.4
1,Nagpur,513,8.9,4565.7
8,Navi Mumbai,520,9.3,4836
10,Dahej,603,7.6,4582.8
8,Ratnagiri,414,7.4,3063.6
9,New Delhi,484,8.5,4114
10,Chennai,447,8.8,3933.6
1,Dahej,445,7.6,3382
7,Ahmedabad,595,7.9,4700.5
3,Kolkata,521,8.7,4532.7
1,New Delhi,538,8.5,4573
5,Dahej,350,7.6,2660
9,Ratnagiri,429,7.4,3174.6
8,Ratnagiri,599,7.4,4432.6
9,New Delhi,668,8.5,5678
4,Faridabad,341,8.1,2762.1
10,Vadodara,531,7.8,4141.8
12,Chennai,661,8.8,5816.8
7,Hyderabad,571,8.4,4796.4
10,Dahej,689,7.6,5236.4
1,Ahmedabad,561,7.9,4431.9
10,Shimla,587,7.7,4519.9
4,Vadodara,531,7.8,4141.8
1,Pune,516,9.1,4695.6
5,Faridabad,414,8.1,3353.4
11,Ahmedabad,417,7.9,3294.3
2,Ahmedabad,682,7.9,5387.8
6,Gurgaon,573,8.3,4755.9
6,Mumbai,606,9.2,5575.2
8,Navi Mumbai,530,9.3,4929
4,Ratnagiri,459,7.4,3396.6
5,Kolkata,506,8.7,4402.2
5,Pune,395,9.1,3594.5
9,Mumbai,699,9.2,6430.8
6,Kolkata,558,8.7,4854.6
3,Ahmedabad,578,7.9,4566.2
6,Noida,493,8.2,4042.6
3,Gurgaon,661,8.3,5486.3
4,Kolkata,571,8.7,4967.7
1,Shimla,605,7.7,4658.5
9,New Delhi,528,8.5,4488
6,Kolkata,478,8.7,4158.6
1,Pune,326,9.1,2966.6
11,Navi Mumbai,608,9.3,5654.4
3,Noida,563,8.2,4616.6
3,Hyderabad,551,8.4,4628.4
11,Nagpur,515,8.9,4583.5
8,Ratnagiri,410,7.4,3034
11,Chennai,570,8.8,5016
10,Ahmedabad,477,7.9,3768.3
10,Hyderabad,393,8.4,3301.2
4,Mumbai,348,9.2,3201.6
3,Chennai,474,8.8,4171.2
10,Dahej,648,7.6,4924.8
12,Ratnagiri,598,7.4,4425.2
1,Faridabad,668,8.1,5410.8
7,Chennai,486,8.8,4276.8
9,Mumbai,456,9.2,4195.2
1,Hyderabad,610,8.4,5124
12,Mumbai,368,9.2,3385.6
1,Ahmedabad,305,7.9,2409.5
12,Hyderabad,634,8.4,5325.6
9,Dahej,440,7.6,3344
3,Ahmedabad,385,7.9,3041.5
9,Ahmedabad,390,7.9,3081
9,New Delhi,489,8.5,4156.5
4,Hyderabad,501,8.4,4208.4
9,Vadodara,590,7.8,4602
7,Hyderabad,434,8.4,3645.6
5,Kolkata,546,8.7,4750.2
3,Kolkata,432,8.7,3758.4
2,Chennai,289,8.8,2543.2
2,Gurgaon,651,8.3,5403.3
7,Kolkata,329,8.7,2862.3
5,Kolkata,324,8.7,2818.8
9,Mumbai,404,9.2,3716.8
